,nombre_artista,bio,listeners,playcount,similar
146,Pitovnis," <a href=""https://www.last.fm/music/Pitovnis"">Read more on Last.fm</a>",540,5181,"['Ragdog', 'Indras', 'MISTER COMETA', 'Jaula de Grillos', 'Melocos']"
147,Alexie Divello," <a href=""https://www.last.fm/music/Alexie+Divello"">Read more on Last.fm</a>",2818,10196,"['Allertz', 'Electrick Village', 'Sebastian Sollerman', 'Made In June', 'John Alexander']"
148,Barroso," <a href=""https://www.last.fm/music/BARROSO"">Read more on Last.fm</a>",1395,6042,"['León Bravo', 'Keen Levy', 'Dani MDR', 'Galvan Real', 'Sami Duque']"
149,Dharmacide," <a href=""https://www.last.fm/music/Dharmacide"">Read more on Last.fm</a>",11851,69240,"['Bum Motion Club', 'Mausoleo', 'La trinidad', 'La Culpa', 'Nueve Desconocidos']"
150,Joe Crepúsculo,"Joe Crepúsculo, real name Joël Iriarte Parra, is a Spanish singer-songwriter. He has released eight solo albums (Escuela de zebras, Supercrepus —National Record of the Year for Rockdelux magazine—, Chill-out, Nuevo ritmo, El caldero , Wizard Ball, New Mysteries and Hard Drive).

He graduated in Philosophy at the University de Barcelona and began to form bands of many styles ranging from surf, rock, punk and electronics. Together with Daniel Granados and Vincent Leone he created Tarántula in 2003 <a href=""https://www.last.fm/music/+noredirect/Joe+Crep%C3%BAsculo"">Read more on Last.fm</a>",41064,983758,"['Los Punsetes', 'Nacho Vegas', 'Hidrogenesse', 'Sidonie', 'Los Planetas']"
151,Detergente Líquido," <a href=""https://www.last.fm/music/Detergente+L%C3%ADquido"">Read more on Last.fm</a>",1625,40783,"['Hazte Lapón', 'Alexanderplatz', 'Betacam', 'Kokoshca', 'Rusos Blancos']"
152,Belako,"Belako is from Mungia (Vizcaya, Spain) and was born in May 2011. It is made up of Josu Billelabeitia (guitar, voice), Lore Billelabeitia (bass, keyboards, voice), Cris Lizarraga (voice, keyboards), and Lander Zalakain (drums, voice). After several concerts and two demo tapes, the quartet won an important radio competition, which enabled them to play at high-level festivals such as Bilbao BBK Live. In March 2013 they launched their first long-playing record, Eurie, which they took on tour for over fifty concerts. <a href=""https://www.last.fm/music/Belako"">Read more on Last.fm</a>",30271,510270,"['Alcalá Norte', 'Melenas', 'Nudozurdo', 'El Columpio Asesino', 'La Plata']"
153,The Reflectors,"Indie-pop stories of a post-it life from Brooklyn, USA. 

Free spins, sketches and random musings at http://thereflectors.bandcamp.com <a href=""https://www.last.fm/music/The+Reflectors"">Read more on Last.fm</a>",1593,18357,"['The Speedways', 'The Whiffs', 'Brad Marino', 'Uni Boys', 'The Boys With The Perpetual Nervousness']"
154,Las Ruinas,"Las Ruinas is a pop group from Barcelona. Members are Edu, Jaime y Toni. Since 2010, the band has released an album a year and plans to disband after their tenth, presumably in the year 2019.

All (so far) are available to listen to for free at http://lasruinas.bandcamp.com/ <a href=""https://www.last.fm/music/Las+Ruinas"">Read more on Last.fm</a>",6869,81161,"['cuello', 'Los Bengala', 'Trajano !', 'SraSrSra', 'Juanita y los Feos']"
155,Chucho,"Chucho #1
Spanish pop/rock band Chucho was formed by singer/guitarist Fernando Alfaro after Surfin' Bichos disbanded in 1994, who was soon joined by ex-República Gorila bassist Carlos Rodríguez and drummer Javier Fernández. The group recorded a self-titled EP in 1995, released by independent Limbo Starr Records. Chucho's first album, called 78, was recorded after signing up to Virgin in 1997; the album includes ""El Detonador EMX-3,"" which was featured in the movie soundtrack of Alejandro Amenabar's Abre Los Ojos. <a href=""https://www.last.fm/music/Chucho"">Read more on Last.fm</a>",23733,270745,"[""Surfin' Bichos"", 'Travolta', 'Mercromina', 'Clovis', 'La Costa Brava']"
156,ALMAR," <a href=""https://www.last.fm/music/Almar"">Read more on Last.fm</a>",24040,139762,"['Sajanka', 'Solarstone', 'JOÃO MAR', 'Gabriel Gonti', 'Hotelo']"
157,Aminu Ladan Alan Waka," <a href=""https://www.last.fm/music/Aminu+Ladan+Alan+Waka"">Read more on Last.fm</a>",14,63,['Badman Binladin']
158,Los Raros," <a href=""https://www.last.fm/music/Los+Raros"">Read more on Last.fm</a>",409,2000,"['Joaquin Bedoya', 'Los Relicarios', 'El Manicomio De Vargasvil', 'Darío Gómez', 'Luis Alberto Posada']"
159,一口甜," <a href=""https://www.last.fm/music/%E4%B8%80%E5%8F%A3%E7%94%9C"">Read more on Last.fm</a>",9465,123633,"['新乐尘符', 'Bomb比尔', '小蓝背心', '胡期皓', '接个吻,开一枪']"
160,Luigi Tenco,"Luigi Tenco (March 21, 1938 – January 27, 1967) was a popular Italian singer, songwriter and actor.
He committed suicide the night he and Dalida, the famous Italian-Egyptian singer, who was also his partner, were eliminated from the prestigious (at the time) San Remo Festival, when the song ""Ciao amore ciao"" didn't make it to the final. In his note he said that he was doing this not because he was sick of life, but as a sign of protest against a myopic jury. <a href=""https://www.last.fm/music/Luigi+Tenco"">Read more on Last.fm</a>",99816,906286,"['Gino Paoli', 'Fabrizio De André', 'Lucio Battisti', 'Caterina Caselli', 'Rino Gaetano']"
161,Jose Miguel Class,"José Miguel Class (26 September 1938 - April 13, 2017) was a Puerto Rican singer who gained wide international fame during the 1960s and 1970s.

Born  in Manatí, Puerto Rico, José Miguel Class was nicknamed ""El Gallito de Manati"" (""Manati's Bantam"").
Class achieved fame in Puerto Rico during the '60s before moving to Mexico, where he achieved wide success. His period as a resident there proved important for his career. He released various Mexican music albums and he was able to achieve fame across Central America <a href=""https://www.last.fm/music/Jose+Miguel+Class"">Read more on Last.fm</a>",2342,11309,"['Odilio Gonzalez', 'Tito Cortes', 'El Caballero Gaucho', 'Agustín Bedoya', 'Usma y su conjunto']"
162,Sekouba Kandia Kouyaté," <a href=""https://www.last.fm/music/Sekouba+Kandia+Kouyat%C3%A9"">Read more on Last.fm</a>",62,360,"['Fode Baro', 'Sékouba Bambino', 'Amadou Sodia', 'Sona Tata Condé', 'Sayon Camara']"
163,Manezinho Do Sax," <a href=""https://www.last.fm/music/Manezinho+do+Sax"">Read more on Last.fm</a>",206,1144,"['Felix Robatto', 'Mestre Vieira', 'Verequete', 'Lucas Estrela', 'Mestre Curica']"
164,Kate Miller-Heidke,"Kate Miller-Heidke (born 16 November 1981) is a singer-songwriter from Brisbane, Queensland. Although trained as an opera singer, she has followed a career in quirky pop music.

In June 2004, she independently released her first seven-track EP, ""Telegram"". It was followed in April 2006 by ""Circular Breathing"" EP. Kate released her debut album Little Eve on 15 June 2007 (produced by Magoo). The album entered the charts at #11 and received four ARIA award nominations. <a href=""https://www.last.fm/music/Kate+Miller-Heidke"">Read more on Last.fm</a>",139063,2253389,"['Missy Higgins', 'Josh Pyke', 'Thelma Plum', 'Meg Washington', 'Lisa Mitchell']"
165,Waldo Cesar," <a href=""https://www.last.fm/music/Waldo+Cesar"">Read more on Last.fm</a>",683,6116,"['Guto Lima', 'Rabo de Vaca', 'Waldo César', 'Banda Pinta Cuia', 'Ribamar José']"
166,Inder Jeet," <a href=""https://www.last.fm/music/Inder+Jeet"">Read more on Last.fm</a>",156,762,"['Nati King Kuldeep Sharma', 'Sunil Mastie', 'Vicky Rajta', 'Pankaj Thakur', 'vicky chauhan']"
167,Ramkumar Maluni," <a href=""https://www.last.fm/music/Ramkumar+Maluni"">Read more on Last.fm</a>",33,73,"['Balli Mohanwadi', 'Raju Rawal', 'Sugna Bai', 'Komal Choudhary', 'Pawan Pilania']"
168,Khesari Lal Yadav," <a href=""https://www.last.fm/music/Khesari+Lal+Yadav"">Read more on Last.fm</a>",4819,34808,"['Neelkamal Singh', 'Shilpi Raj', 'Shivani Singh', 'Samar Singh', 'Arvind Akela Kallu Ji']"
169,Nilakshi Neog," <a href=""https://www.last.fm/music/Nilakshi+Neog"">Read more on Last.fm</a>",189,1178,"['Neel Akash', 'Deeplina Deka', 'Bhaskar Opswel', 'Subasana Dutta', 'Achurjya Borpatra']"
170,Hugo & Tiago," <a href=""https://www.last.fm/music/Hugo+"">Read more on Last.fm</a>",0,0,[]
171,Exit,"There are several bands with this name!

1. Exit - darkwave/gothic band Exit from Austin, TX - most recent album ""The Way Out Is Through"" - 

2. EXIT has been Finnish Christian rock band over 20 years.

3. EXIT Alternative rock band from Westminster, California, with Steve Carson (now in Steve Carson Band).

4. Exit was a hungarian thrash metal band from Szolnok.

5. EXIT's roots formed in 1997, when teenagers Courtney and Affa bonded over their love for The Beatles. <a href=""https://www.last.fm/music/Exit"">Read more on Last.fm</a>",40491,413300,"['Juha Tapio', 'kls.', 'Pekka Simojoki', 'Pro Fide', 'Michael W. Smith']"
172,Shilpa Bidawat," <a href=""https://www.last.fm/music/Shilpa+Bidawat"">Read more on Last.fm</a>",15,70,[]
173,Sannidhya Bhuyan,"Sannidhya Bhuyan is a singer/ songwriter/composer from Assam. He first made his debut in 2018 with his R&B track ""Borokha"", which was the first ever R&B track in Assamese language, there's always a blend of Indian classical music and R&B elements you can find in his music. <a href=""https://www.last.fm/music/Sannidhya+Bhuyan"">Read more on Last.fm</a>",1472,39795,"['Shankuraj Konwar', 'Abhi Saikia', 'Rupam Bhuyan', 'Rakesh Reeyan', 'Jayanta Hazarika']"
174,Reverie,"There are many artists of the same name.


✧˖°꒰๑’ꀾ’๑꒱°˖✧ reverie is an ambient musician, she makes music from the ether. ⋆。゚☁︎。⋆。 ゚☾ ゚。⋆ ̊୨୧+♱ ̊୨୧+♱

Reverie is a progressive black/death metal band from Copenhagen, Denmark playing music in the vein of/but not exclusive to Master's Hammer, Bethlehem.  

Chicago band ""Reverie"" became Model Stranger back in November 2009.  They are responsible for the album Shaky Coma <a href=""https://www.last.fm/music/Reverie"">Read more on Last.fm</a>",52128,498045,"['Vel the Wonder', 'Gavlyn', 'Buckshot', 'Sa-Roc', 'sniper2004']"
175,MynameiS," <a href=""https://www.last.fm/music/Mynameis"">Read more on Last.fm</a>",225,2173,"['Speak Up', 'Stupidity', 'Close Head', 'Still Virgin', 'Alone At Last']"
176,Moacyr Franco,"Moacyr de Oliveira Franco (Ituiutaba/MG, Oct 5, 1936) is a brazilian actor, singer, composer and comedian. Bgun his career in years 60 in the TV humoristic show ""Praça da Alegria"", interpreting the personage ""Mendigo (""Beggar""); had a big hit when recording the carnival song ""Me dá um dinheiro aí"" (1960).
Since then he recorded some records (it made much success with the song ""Ballad number seven"", homage to the soccer football player Mané Garrincha) <a href=""https://www.last.fm/music/Moacyr+Franco"">Read more on Last.fm</a>",14293,77842,"['Altemar Dutra', 'Agnaldo Timóteo', 'Márcio Greyck', 'Evaldo Braga', 'Lindomar Castilho']"
177,Rahul Puthi," <a href=""https://www.last.fm/music/Rahul+Puthi"">Read more on Last.fm</a>",319,1313,"['Gold E Gill', 'Harsh Gahlot', 'Billa Sonipat Ala', 'Sumit Parta', 'Amanraj Gill']"
178,Rama Aiphama,"RAMA AIPHAMA mungkin baru dikenal setelah berhasil 'mengawinkan' keroncong dengan dangdut pada pertengahan 90-an. Padahal sudah sejak tahun 80-an dia merilis album pop kreatif, tapi sayang tidak berhasil. Rama juga sempat banyak menulis lagu tapi juga tidak begitu berhasil. Baru setelah genre pop dangdut mewabah di awal 90-an dan dia menyeberang kesana, namanya sebagai pencipta lagu mulai terangkat, antara lain lewat lagu CINTAKU TERBAGI DUA (YENNY ERIA) atau CINTAKU NEMPEL TERUS (NOVITA SARI). <a href=""https://www.last.fm/music/Rama+Aiphama"">Read more on Last.fm</a>",236,1104,"['Titiek Puspa', 'Endang S Taurina', 'Broery Marantika', 'Koes Plus', 'Nella Kharisma']"
179,Luiz Guilherme,"O concurso de calouros promovido pela rádio Super-Marajoara mobilizava a cidade e tinha sido muito concorrido em todas as etapas. Na final, em dezembro de 1984, o ginásio estava lotado e cada candidato tinha pinta de campeão. Quando Luiz Guilherme usou toda a extensão de sua voz para dar vida a ""Agonia"", de Oswaldo Montenegro, o público sabia e o júri confirmou: era de longe o melhor, venceu o concurso, cujo prêmio era gravar um compacto, e iniciou a segunda grande fase de sua carreira. <a href=""https://www.last.fm/music/Luiz+Guilherme"">Read more on Last.fm</a>",1744,10477,"['Roberto Makassa', 'Mauro Cotta', 'Mardonio', 'Alberto Kelly', 'Flash Brega']"
180,Ki Jlawdohtir," <a href=""https://www.last.fm/music/Ki+Jlawdohtir"">Read more on Last.fm</a>",6,10,[]
181,Nunes Filho," <a href=""https://www.last.fm/music/Nunes+Filho"">Read more on Last.fm</a>",826,5586,"['Tiririca', 'Waldick Soriano', 'Adelino Nascimento', 'Evaldo Freire', 'Frankito Lopes']"
182,"Jiya Negi, Akshay Negi"," <a href=""https://www.last.fm/music/Jiya+Negi,+Akshay+Negi"">Read more on Last.fm</a>",1,1,[]
183,Jignesh Kaviraj," <a href=""https://www.last.fm/music/Jignesh+Kaviraj"">Read more on Last.fm</a>",398,1879,"['Jignesh Barot', 'Geeta Rabari', 'Umesh Barot', 'Rajesh Ahir', 'Kinjal Dave']"
184,Earl Thomas Conley,"Earl Thomas Conley (born October 17, 1941; died April 10, 2019) was an American country music singer-songwriter. Between 1980 and 2003, he recorded 10 studio albums, including seven for the RCA Records label. In the 1980s and 1990s, he also charted more than 30 singles on the Billboard Hot Country Songs charts, of which eighteen reached #1. 

Conley, referred to by many as ""ETC"", was one of the most successful Country Music artists of the 1980s.  With hits like ""Fire and Smoke"" <a href=""https://www.last.fm/music/Earl+Thomas+Conley"">Read more on Last.fm</a>",42580,447187,"['Steve Wariner', 'John Conlee', 'Ronnie Milsap', 'Mickey Gilley', 'T.G. Sheppard']"
185,Vaibhav Londhe,"I Am singer / Songwriter / Rapper / Composer / and a Guitarist 
I wanted to be a composer since my childhood. 
I used to Sing 
 with ease in school, 
without having any formal training in music. 
I was, like all other musicians of my generation, 
overawed by a.r.rahman,himesh reshammiya,honey singh. 
I have been working professionally as a composer and arranger for 2 years now 
he have also scored music for couple of Theatre Plays. 
I have won 1 st prize in mirchi hot kids in 2005 at the age of 15 yrs  <a href=""https://www.last.fm/music/vaibhav+londhe"">Read more on Last.fm</a>",302,1080,"[""Suzzane D'mello"", 'Shivam Pathak', 'Monty Sharma', 'Raju Singh', 'Shalmali Kholgade']"
186,Revolución Total," <a href=""https://www.last.fm/music/Revoluci%C3%B3n+Total"">Read more on Last.fm</a>",183,956,"['Miguel Angel\u200b\u200b\u200b\u200b\u200b\u200b\u200b', 'Bec Lescano', 'Romina Cantale', 'In Christ', 'Nicole Morales']"
187,Acústicos & Valvulados," <a href=""https://www.last.fm/music/Ac%C3%BAsticos+"">Read more on Last.fm</a>",0,0,[]
188,Lavan Abhishek," <a href=""https://www.last.fm/music/Lavan+Abhishek"">Read more on Last.fm</a>",124,2974,"['etunes', 'Radeesh Vandebona', 'Dinesh Gamage', 'Raween Kanishka', 'Thilina Ruhunage']"
189,B Maisnam," <a href=""https://www.last.fm/music/B+Maisnam"">Read more on Last.fm</a>",213,2953,"['Chand Ningthou', 'Aboy Ningthouja', 'Aj Maisnam', 'Scarxiom', 'Abhisek Tongbram']"
190,Ovhi Firsty," <a href=""https://www.last.fm/music/Ovhi+Firsty"">Read more on Last.fm</a>",166,1874,"['David Iztambul', 'rayola', 'Ratu Sikumbang', 'Fauzana', 'Pinki Prananda']"
191,Subhan Negi," <a href=""https://www.last.fm/music/Subhan+Negi"">Read more on Last.fm</a>",11,22,[]
192,Thakur Dass Rathi," <a href=""https://www.last.fm/music/Thakur+Dass+Rathi"">Read more on Last.fm</a>",74,328,"['Inder Jeet', 'Dimple Thakur', 'Pankaj Thakur', 'vicky chauhan', 'Nati King Kuldeep Sharma']"
193,Maxter Warjri and The Band," <a href=""https://www.last.fm/music/Maxter+Warjri+and+The+Band"">Read more on Last.fm</a>",14,83,"['Desmond Rimaki Sunn', 'George Shadap']"
194,Shaylen," <a href=""https://www.last.fm/music/Shaylen"">Read more on Last.fm</a>",25454,163864,"['Tigirlily Gold', 'MacKenzie Porter', 'Troy Cartwright', 'Restless Road', 'Sophia Scott']"
195,Ajay Warriar," <a href=""https://www.last.fm/music/Ajay+Warriar"">Read more on Last.fm</a>",147,407,"['Vighnesh Ghanapaathi', 'K. Yuvaraj', 'L.N. Shastri', 'Anuradha Bhat', 'Rajesh Krishnan']"
196,ShiningStars," <a href=""https://www.last.fm/music/ShiningStars"">Read more on Last.fm</a>",86,1536,"['HatoBito', 'Aliszt', 'Siam☆Dream', 'Sora! Sora!', 'TerasuDanshi']"
197,Chandra Kr. Patgiri," <a href=""https://www.last.fm/music/Chandra+Kr.+Patgiri"">Read more on Last.fm</a>",36,423,"['Lekhan Kumbang', 'Poba Gourab', 'Bio Pegu', 'Tarulata Kutum', 'Binod Bio Pegu']"
198,Johnny Hoes,"Johannes Andreas (Johnny) Hoes (Rotterdam, 19 april 1917 – Weert, 23 juli 2011) was een Nederlands zanger, producer en componist/tekstschrijver. Zijn plaat Och, was ik maar bij moeder thuis gebleven staat met 450.000 exemplaren te boek als de best verkochte Nederlandstalige single aller tijden.
Johnny Hoes staat wel bekend als De koning van de smartlap en was de man achter duizenden meezingers, smartlappen, carnavalskrakers en levensliederen. Andere grote hits waren ""De smokkelaar"", ""Dat is het einde"" en ""Wij willen frites met mayonaise."" <a href=""https://www.last.fm/music/Johnny+Hoes"">Read more on Last.fm</a>",4705,18308,"['Jacques Herb', 'De Havenzangers', 'Willy Alberti', 'Ria Valk', 'Zangeres Zonder Naam']"
199,Aseema Panda," <a href=""https://www.last.fm/music/Aseema+Panda"">Read more on Last.fm</a>",198,1160,"['Mantu Chhuria', 'Humane Sagar', 'Bijay Anand Sahu', 'Kuldeep Pattanaik', 'Swayam Padhi']"
200,The Bridgeheads,"2007-2010
Formed in 2007, The Bridgeheads (originally The Bridge) were a London-based alternative band (although the band prefered their music to be characterised as expressionism). Originating from Slovakia, the line-up consisted of Tomas dAsK (vocals, guitar, piano, songwriting), Joseph Lemee (guitar, piano) and Michal Wisp (drums). In the same year The Bridgeheads released EP ‘Things’ and have built a devoted following with their personal live performances. Tomas dAsK died after an accident on September 27, 2010. <a href=""https://www.last.fm/music/The+Bridgeheads"">Read more on Last.fm</a>",5951,122147,"['The Bridge', 'The Swan Bride', 'Vetroplach', 'Lavagance', 'Sako']"
201,Dois na Janela," <a href=""https://www.last.fm/music/Dois+na+Janela"">Read more on Last.fm</a>",257,2421,"['Laurentino e Os Cascudos', 'Molho Negro', 'Comissão de São Sebastião', 'Walter Freitas', 'Joana Marte']"
202,Gavi," <a href=""https://www.last.fm/music/Gavi"">Read more on Last.fm</a>",6621,35679,"['Dan Abranches', 'Tássia Holsbach', 'LaBaq', 'Renato Enoch', 'João Capdeville']"
203,Erol Şahin," <a href=""https://www.last.fm/music/+noredirect/Erol+%C5%9Eahin"">Read more on Last.fm</a>",298,2449,"['Onay Şahin', 'Recebim', 'Cimilli İbo', 'Şükrü Güler', 'İsmail TÜrÜt']"
204,Armin van Buuren ASOT Radio,"A mistag for Armin Van Buuren's weekly A State of Trance radio show.  <a href=""https://www.last.fm/music/Armin+van+Buuren+ASOT+Radio"">Read more on Last.fm</a>",8353,109640,"['Aly & Fila', 'Andrew Rayel', 'Armin van Buuren', 'Markus Schulz', 'Eximinds']"
205,Faron Young,"Faron Young (February 25, 1932, near Shreveport, Louisiana – December 10, 1996), was an American country music singer, predominantly in the honky tonk genre.

Starting off singing at the local Optimist Club, Young was discovered by Webb Pierce, who brought him to star on the Louisiana Hayride radio program on KWKH in 1951.

He was drafted into the Army in late 1952, just after he was signed to Capitol Records. Nicknamed ""The Hillbilly Heartthrob"" and ""The Singing Sheriff,"" he had many hits including: <a href=""https://www.last.fm/music/Faron+Young"">Read more on Last.fm</a>",132638,860116,"['David Houston', 'Sonny James', 'Mel Tillis', 'Ray Price', 'Ferlin Husky']"
206,Durga Jasraj," <a href=""https://www.last.fm/music/Durga+Jasraj"">Read more on Last.fm</a>",162,930,"['Kapil Jangir', 'Kanhiya Mittal', 'Parmen', 'Tulchharam Bhangawa', 'Seema Mishra']"
207,程佳佳," <a href=""https://www.last.fm/music/%E7%A8%8B%E4%BD%B3%E4%BD%B3"">Read more on Last.fm</a>",2045,16213,"['王恩信Est', '皮卡丘多多', '锦零', '丫蛋蛋', '柏松']"
208,Fariz RM,"Fariz Rustam Munaf (born in Jakarta on 5 January 1959), better known as Fariz RM, is an Indonesian musician and audio-visual artist. Beginning his career in 1977, he has released 19 solo albums and three with other artists. He is best known for his songs ""Barcelona"" and ""Sakura"" (Cherry Blossom). Three of his solo songs were listed in Rolling Stone Indonesia's 2009 list ""The 150 Best Indonesian Songs of All Time"", with another of his compositions also listed.  <a href=""https://www.last.fm/music/Fariz+RM"">Read more on Last.fm</a>",11598,155475,"['Guruh Soekarno Putra', 'Candra Darusman', 'Keenan Nasution', 'Ermy Kullit', 'Andi Meriem Mattalatta']"
209,Cochi e Renato,"'''Renato Pozzetto''' and '''Cochi Ponzoni''' an italian comic duo <a href=""https://www.last.fm/music/Cochi+e+Renato"">Read more on Last.fm</a>",7827,67969,"['Roberto Benigni', 'Alberto Fortis', 'Claudio Bisio', 'Squallor', 'Nanni Svampa']"
210,Dharampreet," <a href=""https://www.last.fm/music/Dharampreet"">Read more on Last.fm</a>",147,1083,"['Nachhatar Gill', 'Babbu Maan', 'Hardev Mahinangal', 'Surjit Bhullar', 'Manmohan Waris']"
211,Turkmen Mukamlary," <a href=""https://www.last.fm/music/Turkmen+Mukamlary"">Read more on Last.fm</a>",93,2345,"['Nury Halmammedov', 'Atabaý Çargulyýew', 'Nury Halmämmedow', 'Azad Sesh', 'SopranoMAN']"
212,Phool Singh Rawat," <a href=""https://www.last.fm/music/Phool+Singh+Rawat"">Read more on Last.fm</a>",7,28,[]
213,Los Bacanes del Sur," <a href=""https://www.last.fm/music/Los+Bacanes+del+Sur"">Read more on Last.fm</a>",2910,13506,"['gency ramírez', 'Jhon Alex Castaño', 'anthony zambrano', 'Alzate', 'FERNANDO BURBANO']"
214,Fruto Sensual," <a href=""https://www.last.fm/music/Fruto+Sensual"">Read more on Last.fm</a>",19834,229866,"['Banda AR-15', 'Banda Xeiro Verde', 'viviane batidão', 'BANDA MSYNCK', 'Banda Os Brothers']"
215,Ashish Verma," <a href=""https://www.last.fm/music/Ashish+Verma"">Read more on Last.fm</a>",61,102,"['Shazvit', 'Satbir Aulakh', 'Indrasish Ghosh', 'Akshay Malik', 'Siddhant Goenka']"
216,Ahmet Sipahi," <a href=""https://www.last.fm/music/Ahmet+Sipahi"">Read more on Last.fm</a>",236,858,"['Elçin Orçun', 'birkan nasuhoğlu', 'Şekersiz', 'Salman Tin', 'Veys Colak']"
217,The Smithereens,"The Smithereens are a power pop group from Carteret, New Jersey. The group formed in 1980 and for most of its existence consisted of founding members Pat DiNizio (lead singer/guitar), Jim Babjak  (guitar), Mike Mesaros  (bass), and Dennis Diken  (drums). Following DiNizio's death in 2017, the band has continued to perform with guest singers.

The group gained some notoriety when a single from its first album, Blood and Roses, was included on the soundtrack <a href=""https://www.last.fm/music/The+Smithereens"">Read more on Last.fm</a>",150409,1453807,"['The Alarm', 'Sloan', 'Matthew Sweet', 'Marshall Crenshaw', 'Hoodoo Gurus']"
218,TOKTAK ACE," <a href=""https://www.last.fm/music/TOKTAK+ACE"">Read more on Last.fm</a>",66,256,[]
219,Rohana Weerasinghe," <a href=""https://www.last.fm/music/Rohana+Weerasinghe"">Read more on Last.fm</a>",968,27615,"['W. D. Amaradeva', 'Navarathna Gamage', 'Thilina Ruhunage', 'Chandralekha Perera', 'Rathna Sri Wijesinghe']"
220,King James,"(1) King James, a metal/rock supergroup formed in 1993 by guitarist Rex Carroll (formerly of Whitecross). He joined former Sacred Fire frontman, Jimi Bennett to form the band. They recruited Tim Gaines & Robert Sweet, of Stryper, and released their first album in 1994.

(2) King James, born James Ruhumuriza, is a Rwandan singer and performer of R&B and Afrobeat music. He is known for his energetic and entertaining live performances. http://en.wikipedia.org/wiki/King_James_(singer)  <a href=""https://www.last.fm/music/King+James"">Read more on Last.fm</a>",3707,27687,"['The Ben', 'meddy', 'Igor Mabano', 'Nel Ngabo', 'Urban Boys']"
221,Neon Boy," <a href=""https://www.last.fm/music/Neon+Boy"">Read more on Last.fm</a>",101,271,[]
222,Jackie Davis,"Jackie Davis was the first musician to popularize jazz on the Hammond organ, years before Jimmy Smith's name became synonymous with organ jazz. Davis was Capitol's leading performer on the organ at a time when relatively few mainstream labels were willing to put a black musician on the cover of an album.

Davis once said that music came to him genetically. His mother played the washtub, a cheap substitute for the bass, and he first learned to play by spending hours poking at his grandmother's piano. <a href=""https://www.last.fm/music/Jackie+Davis"">Read more on Last.fm</a>",39759,184707,"['Cy Coleman', 'Pérez Prado', 'Jimmy Smith', 'Don Swan & His Orchestra', 'Jimmy McGriff']"
223,Sarita Kharwal," <a href=""https://www.last.fm/music/Sarita+Kharwal"">Read more on Last.fm</a>",61,170,"['Habib Khan', 'Ramratan Swami', 'Durga Jasraj', 'Seema Mishra', 'Mahalakshmi Iyer']"
224,SHINE FILM PRODUCTION," <a href=""https://www.last.fm/music/SHINE+FILM+PRODUCTION"">Read more on Last.fm</a>",5,7,[]
225,Uyên Trang," <a href=""https://www.last.fm/music/Uy%C3%AAn+Trang"">Read more on Last.fm</a>",198,2033,"['Duy Mạnh', 'Cẩm Ly', 'Lương Bích Hữu', 'Minh Tuyết', 'Cao Thái Sơn']"
226,Salim Shekhawas," <a href=""https://www.last.fm/music/Salim+Shekhawas"">Read more on Last.fm</a>",67,123,"['Sugna Bai', 'Yash Rathor', 'Chotu Singh Rawna', 'Satto Gurjar', 'Kapil Jangir']"
227,Vipul Susra," <a href=""https://www.last.fm/music/Vipul+Susra"">Read more on Last.fm</a>",142,827,"['Jignesh Barot', 'Mahesh Vanzara', 'Pintu Algotar', 'Gopal Bharwad', 'Rajesh Ahir']"
228,Diamine," <a href=""https://www.last.fm/music/DIAMINE"">Read more on Last.fm</a>",702,5011,"['I Giocattoli', 'Lemandorle', 'Cimini', 'Kaufman', 'Apice']"
229,Jigmat Ladakhi," <a href=""https://www.last.fm/music/Jigmat+Ladakhi"">Read more on Last.fm</a>",5,12,[]
230,Biswajit Mohapatra," <a href=""https://www.last.fm/music/Biswajit+Mohapatra"">Read more on Last.fm</a>",5,12,[]
231,BANQUET,"There are two bands that share the Banquet name:

1. Banquet is a FUZZ ROCK / 70'S ROCK / RETRO ROCK PSYCH rock band from San Francisco, CA, USA. From their Bandcamp page (http://banquetsf.bandcamp.com/):
""The once fruitful rock n' roll city of San Francisco is now a barren womb, fraught with the lasting effects of technological herpes. Thankfully a polyp known as Banquet has formed and is screeching for freedom from the womb's clutches. With dual ripping lead guitars <a href=""https://www.last.fm/music/Banquet"">Read more on Last.fm</a>",2081,11326,"['Crypt Trip', 'Lonely Kamel', 'Killer Boogie', 'Sahara Surfers', 'Doublestone']"
232,Basit Naeemi," <a href=""https://www.last.fm/music/Basit+Naeemi"">Read more on Last.fm</a>",167,486,"['Attaullah Khan Esakhelvi', 'Zeeshan Khan Rokhri', 'Shafa Ullah Khan Rokhri', 'Naeem Hazarvi', 'Nadeem Abbas Khan Lonay Wala']"
233,Kaku Ram Thakur," <a href=""https://www.last.fm/music/Kaku+Ram+Thakur"">Read more on Last.fm</a>",7,52,[]
234,Balkar Sidhu,"Balkar Sidhu is one of the most renowned Bhangra singers. His songs invoke themes related to Punjab, India. Balkar Sidhu is born to a Jatt Sikh family. His album ""Do Gallan"" and ""Mithey Ganney"" were the most popular. <a href=""https://www.last.fm/music/Balkar+Sidhu"">Read more on Last.fm</a>",1871,11511,"['Mangi Mahal', 'Harbhajan Mann', 'Raj Brar', 'Nirmal Sidhu', 'Debi Makhsoospuri']"
